ID,MeasurementTitle,PlateName,WellID,Row,Column,RowName,ColumnName,WellName,Compound,Dose,GraphSeriesNo,ControlType,CellName,SampleVolume,ReagentVolume,Unit,DateTime,Timepoint,ElapsedTime,Description,[Cell] Count,[Cell] (Nuclei) Area (AVG),[Cell] (Nuclei) Area (SD),[Cell] (Nuclei) X-CoordinateInWell (AVG),[Cell] (Nuclei) X-CoordinateInWell (SD),[Cell] (Nuclei) Y-CoordinateInWell (AVG),[Cell] (Nuclei) Y-CoordinateInWell (SD),[Cell] (Nuclei) MinX (AVG),[Cell] (Nuclei) MinX (SD),[Cell] (Nuclei) MaxX (AVG),[Cell] (Nuclei) MaxX (SD),[Cell] (Nuclei) MinY (AVG),[Cell] (Nuclei) MinY (SD),[Cell] (Nuclei) MaxY (AVG),[Cell] (Nuclei) MaxY (SD),[Cell] (Nuclei) Diameter (AVG),[Cell] (Nuclei) Diameter (SD),[Cell] (Nuclei) Circumference (AVG),[Cell] (Nuclei) Circumference (SD),[Cell] (Nuclei) Circularity (AVG),[Cell] (Nuclei) Circularity (SD),[Cell] (Nuclei) Compactness (AVG),[Cell] (Nuclei) Compactness (SD),[Cell] (Nuclei) Anisometry (AVG),[Cell] (Nuclei) Anisometry (SD),[Cell] (Nuclei) MeanIntensity CH1 (AVG),[Cell] (Nuclei) MeanIntensity CH1 (SD),[Cell] (Nuclei) MeanIntensity CH2 (AVG),[Cell] (Nuclei) MeanIntensity CH2 (SD),[Cell] (Foci (Nuclei)) COUNT (AVG),[Cell] (Foci (Nuclei)) COUNT (SD),[Cell] (Foci (Nuclei)) TotalIntensity CH2 AVG (AVG),[Cell] (Foci (Nuclei)) TotalIntensity CH2 AVG (SD),[Cell] (Foci (Nuclei)) TotalIntensity CH2 MEDIAN (AVG),[Cell] (Foci (Nuclei)) TotalIntensity CH2 MEDIAN (SD),[Cell] (Foci (Nuclei)) MeanIntensity CH2 AVG (AVG),[Cell] (Foci (Nuclei)) MeanIntensity CH2 AVG (SD),[Cell] (Foci (Nuclei)) MeanIntensity CH2 MEDIAN (AVG),[Cell] (Foci (Nuclei)) MeanIntensity CH2 MEDIAN (SD),[Cell] Focci intensity norm (AVG),[Cell] Focci intensity norm (SD)
29,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,227,10,11,J,11,J-11,siLuc,100,4,Test,,0,0,uM,2023-02-09 17:36:25 +01:00,1,0,,567,294.2241,49.0212,-3.9439,647.7625,-149.8567,623.2813,96.3939,58.6603,116.2262,58.6330,95.2061,57.5912,115.5598,57.2319,23.5116,2.4156,66.7874,5.2443,0.685421,0.123024,1.219234,0.106302,1.509802,0.336769,433.0738,51.6836,922.3538,139.6642,102.66,20.50,27185.08,4638.26,21125.40,3737.09,1365.4445,185.1353,1205.9250,172.1791,94.323732,19.747729
28,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,228,10,12,J,12,J-12,siPLK1,100,5,Test,,0,0,uM,2023-02-09 17:39:17 +01:00,1,0,,45,333.6099,75.3238,35.1019,714.4267,-2.8162,624.4545,97.7140,61.7152,119.4508,61.0234,85.2950,53.1820,107.7406,53.4083,24.9716,3.6710,80.6057,18.0510,0.696912,0.168241,1.661302,0.806767,1.426096,0.366867,441.5700,59.1712,598.8704,189.8087,118.98,36.71,16967.05,5230.91,13783.31,4180.05,965.2606,250.8288,878.7385,231.9657,54.124308,23.835940
56,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,229,10,13,J,13,J-13,siDDX17,100,6,Test,,0,0,uM,2023-02-09 17:42:08 +01:00,1,0,,548,307.4341,53.9319,-57.4199,644.0486,-85.2376,596.0309,92.9510,57.7604,113.5798,57.9143,96.8340,57.5350,117.0325,57.6438,23.6420,2.6095,67.8303,6.2183,0.706233,0.114959,1.201869,0.090801,1.444864,0.279383,429.5658,53.9017,852.6260,143.5072,103.28,22.17,25581.45,4870.24,19749.18,3753.60,1303.9458,201.6651,1134.3120,168.8187,85.141289,19.600579
37,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,230,10,14,J,14,J-14,siSETX,100,7,Test,,0,0,uM,2023-02-09 17:45:00 +01:00,1,0,,168,269.1841,43.3383,-165.9849,609.6960,-78.6842,594.3507,78.5548,50.7607,97.7063,51.3345,90.1886,56.6370,109.4716,56.3849,22.3539,2.4736,63.8348,5.1228,0.693395,0.118004,1.216706,0.109792,1.471005,0.319074,468.7969,50.9138,547.5638,92.2493,98.62,16.70,15531.97,2845.66,12419.99,2064.96,891.7433,128.0017,801.0532,107.1059,59.317231,15.962720
7,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,231,10,15,J,15,J-15,siMSH3,100,8,Test,,0,0,uM,2023-02-09 17:47:51 +01:00,1,0,,236,313.2640,48.9689,54.6716,588.3386,-155.8985,550.7468,94.7581,60.3373,115.2718,60.4075,95.7326,57.6150,116.7352,57.8681,24.2017,2.3674,69.2482,6.6497,0.686112,0.104255,1.230948,0.167065,1.475892,0.260304,420.2818,53.9721,851.6073,147.0812,106.45,22.69,26323.89,5003.41,20078.94,3902.35,1320.3912,201.9944,1144.3614,178.0388,86.013772,20.779902
34,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,232,10,16,J,16,J-16,siTHOC1,100,9,Test,,0,0,uM,2023-02-09 17:50:43 +01:00,1,0,,534,304.9547,47.9495,20.9681,614.8944,-119.7651,637.1735,98.8516,55.7583,119.1345,55.7399,87.3586,52.7901,107.7632,52.9607,23.4833,2.3770,67.6799,5.3010,0.709129,0.114168,1.206890,0.102897,1.431577,0.278292,440.9924,49.5687,567.6743,87.2190,102.35,19.26,16922.50,2700.24,13818.16,2101.55,938.6827,115.5280,848.7032,98.4726,57.200250,14.638160
43,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,233,10,17,J,17,J-17,NT,100,10,Test,,0,0,uM,2023-02-09 17:53:35 +01:00,1,0,,938,332.7495,53.3854,-60.8098,659.7804,-81.3822,599.8713,90.8224,56.0646,112.1165,56.1818,97.0896,56.9749,118.1229,57.0446,24.4669,2.6836,70.3651,6.2104,0.714982,0.110587,1.193582,0.109065,1.432392,0.258145,398.0829,49.6306,741.6181,128.9307,113.07,27.98,21922.94,4077.93,16722.50,3072.67,1152.5038,170.2644,1001.2264,142.9371,67.511904,16.124457
33,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,248,11,8,K,8,K-08,NT,100,1,Test,,0,0,uM,2023-02-09 18:23:22 +01:00,1,0,,773,338.2437,48.0868,-106.0881,588.8633,-63.4177,619.1168,98.7074,55.1395,120.2993,55.2392,94.0105,54.9968,115.2495,55.4057,24.8268,2.6240,71.1050,5.6849,0.706321,0.107615,1.197489,0.095415,1.452618,0.260261,413.0971,42.8889,647.6040,96.4242,114.87,25.12,18958.51,2787.88,14662.75,2114.44,1027.7246,118.9820,893.8113,97.9454,57.324781,12.668978
40,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,249,11,9,K,9,K-09,siCON1 ,100,2,Test,,0,0,uM,2023-02-09 18:20:31 +01:00,1,0,,604,317.7447,51.9033,-28.8579,634.8885,-122.0309,590.8344,100.0390,56.0744,120.7574,56.2196,94.0402,55.2097,114.8094,55.2561,23.7635,2.4303,69.0642,5.8866,0.721120,0.102564,1.204329,0.094325,1.411699,0.243715,406.3734,39.1629,654.5040,109.1780,108.68,22.33,19703.90,3595.66,14966.83,2454.04,1055.6380,148.7961,906.3809,111.6981,63.519631,15.078460
47,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,250,11,10,K,10,K-10,siCON2,100,3,Test,,0,0,uM,2023-02-09 18:17:39 +01:00,1,0,,597,346.7272,53.6163,10.0349,619.8533,8.2317,616.6532,97.9152,57.1270,119.9808,57.3287,89.4787,55.7879,111.0561,56.3458,25.3765,2.7925,72.7968,5.8521,0.693289,0.113171,1.226984,0.111253,1.465858,0.281012,403.5139,42.7245,664.1221,113.2351,108.52,22.90,20758.54,3444.36,15475.45,2601.94,1087.6680,144.3288,929.5919,120.9915,61.492636,15.110826
